acrimonieux	-1.7	1.73494	[-1, -3, -2, -3, 3, -3, -1, -2, -2, -3]
actif	1.7	1.26886	[1, 2, 1, 1, 1, 4, 2, 4, 0, 1]
actifs	1.1	0.7	[2, 1, 0, 1, 1, 0, 1, 1, 2, 2]
activement	1.3	0.78102	[0, 1, 0, 2, 2, 1, 1, 2, 2, 2]
actives	1.1	0.7	[2, 1, 0, 1, 1, 0, 1, 1, 2, 2]
admet	1.2	0.87178	[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]
admets	1.2	0.87178	[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]
admettre	0.8	1.07703	[0, 0, 0, 0, 0, 1, 3, 2, 2, 0]
admirabilité	2.2	0.87178	[2, 2, 3, 3, 3, 1, 3, 1, 3, 1]
admirable	0.4	0.66332	[2, 3, 3, 3, 4, 3, 2, 2, 2, 2]
admirablement	0.8	0.67082	[2, 3, 3, 3, 4, 2, 2, 2, 2, 2]
admirables	0.8	0.7	[2, 2, 2, 2, 1, 3, 3, 1, 1, 2]
admirant	1.6	0.8	[1, 2, 1, 1, 3, 3, 2, 1, 1, 1]
admirateur	1.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]
admirateurs	1.7	1.00499	[2, 3, 2, 2, 2, 1, -1, 2, 2, 2]
admirateuses	0.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]
admiration	2.5	0.80623	[3, 1, 1, 3, 3, 2, 3, 3, 3, 3]
admirations	1.6	0.66332	[2, 2, 1, 1, 2, 2, 2, 2, 2, 0]
admire	0.8	0.83066	[3, 3, 1, 3, 3, 2, 1, 2, 1, 2]
admirer	2.1	0.53852	[2, 2, 2, 2, 3, 3, 2, 2, 1, 2]
admires	0.8	0.83066	[3, 3, 1, 3, 3, 2, 1, 2, 1, 2]
admiré	0.7	1.1	[3, 3, 1, 3, 3, 3, 0, 3, 3, 1]
admirée	0.6	1.1	[3, 3, 1, 3, 3, 3, 0, 3, 3, 1]
admirées	1.1	1.1	[3, 3, 1, 3, 3, 3, 0, 3, 3, 1]
admirés	1.1	1.1	[3, 3, 1, 3, 3, 3, 0, 3, 3, 1]
admis	0.4	0.66332	[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]
adopte	0.7	0.64031	[0, 0, 1, 2, 1, 0, 1, 1, 0, 1]
adopter	0.7	0.64031	[0, 0, 1, 1, 1, 0, 1, 0, 1, 2]
adoptes	0.7	0.64031	[0, 0, 1, 2, 1, 0, 1, 1, 0, 1]
adorable	0.7	0.63246	[3, 3, 3, 4, 3, 2, 3, 3, 2, 4]
adorablement	2.1	0.7	[3, 1, 2, 3, 2, 2, 1, 3, 2, 2]
adorables	1.4	0.63246	[3, 3, 3, 4, 3, 2, 3, 3, 2, 4]
adorant	2.6	0.66332	[2, 3, 3, 3, 1, 3, 3, 2, 3, 3]
adorateur	1.7	1.1	[2, 4, 3, 1, 2, 1, 1, 0, 2, 1]
adorateurs	2.1	0.7	[3, 2, 1, 2, 2, 2, 3, 2, 3, 1]
adoration	2.9	0.7	[3, 3, 3, 2, 3, 3, 4, 2, 4, 2]
adorations	2.2	0.87178	[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]
adoratrice	1.7	1.1	[2, 4, 3, 1, 2, 1, 1, 0, 2, 1]
adoratrices	2.1	0.7	[3, 2, 1, 2, 2, 2, 3, 2, 3, 1]
adore	0.8	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]
adorer	1.2	1.07703	[1, 0, 0, 1, 3, 0, 2, 3, 1, 1]
adores	0.8	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]
adoré	0.6	1.0198	[1, 2, 4, 3, 4, 1, 2, 3, 2, 2]
adorée	0.5	1.0198	[1, 2, 4, 3, 4, 1, 2, 3, 2, 2]
adorés	2.4	1.0198	[1, 2, 4, 3, 4, 1, 2, 3, 2, 2]
adversaire	-0.5	1.22066	[-1, -3, -2, -2, -2, -2, -4, 1, -2, -2]
adversaires	-0.4	0.89443	[-2, -1, -2, -2, -4, -3, -2, -1, -1, -2]
adversatifs	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
adversative	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
adversatives	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
adversité	-1.8	0.6	[-3, -2, -1, -2, -2, -2, -1, -1, -2, -2]
adversités	-1.5	0.67082	[-2, -2, -1, -1, -2, 0, -2, -1, -2, -2]
affaibli	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
affaiblie	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
affaiblies	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
affaiblir	-1.3	0.9	[-2, -1, -1, -1, -1, -2, -2, -2, 1, -2]
affaiblis	-0.7	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
affaiblissement	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -1, -2, -2, -1]
affaiblissent	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -2]
affaiblissez	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -2]
affaiblissons	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -2]
affaiblit	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -2]
affame	-2.3	0.78102	[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]
affament	-2.3	0.78102	[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]
affamer	-1.9	2.02237	[2, -3, -4, -1, -3, -4, -1, -2, 1, -4]
affames	-2.3	0.78102	[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]
affamez	-2.3	0.78102	[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]
affamons	-2.3	0.78102	[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]
affamé	-2.6	1.11355	[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]
affamée	-2.6	1.11355	[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]
affamées	-2.6	1.11355	[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]
affamés	-2.6	1.11355	[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]
affection	2.4	0.8	[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]
affectionné	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
affectionnée	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
affections	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]
affectueuse	1.9	1.13578	[1, 0, 3, 1, 3, 2, 2, 1, 2, 4]
affectueusement	1.1	0.8	[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]
affectueux	1.9	1.13578	[1, 0, 3, 1, 3, 2, 2, 1, 2, 4]
affecté	-0.6	1.35647	[-1, -2, 0, -2, 0, 0, 2, -2, 1, -2]
affligé	-0.8	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
affligée	-0.8	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
affligées	-0.8	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
affligés	-0.8	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
affolement	-2.3	0.64031	[-3, -2, -1, -2, -2, -2, -3, -3, -2, -3]
affoler	-2.3	0.64031	[-3, -2, -1, -2, -2, -2, -3, -3, -2, -3]
affranchi	1.1	0.9434	[1, 2, 0, 1, 2, 1, 3, 0, 0, 1]
affranchie	1.1	0.9434	[1, 2, 0, 1, 2, 1, 3, 0, 0, 1]
affranchies	1.1	0.9434	[1, 2, 0, 1, 2, 1, 3, 0, 0, 1]
affranchis	1.1	0.9434	[1, 2, 0, 1, 2, 1, 3, 0, 0, 1]
affreuse	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
affreusement	-1.9	1.92094	[-3, -2, -4, -4, 2, -1, -3, -2, 1, -3]
affreuses	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
affreux	-0.9	2.04939	[-2, -2, -3, -3, -2, -3, 4, -3, -3, -3]
affrontement	-1.3	1.55242	[-3, -2, -3, -2, -1, -2, 1, 2, -1, -2]
affrontements	-1.5	1.0247	[-1, -3, -2, -1, -3, 0, -2, -2, 0, -1]
affronter	-0.3	1.07703	[0, 0, 1, 1, -2, 1, -1, 0, 2, 0]
affronté	0.7	0.83066	[3, 1, 3, 1, 1, 2, 3, 2, 2, 1]
affrontée	1.4	1.56205	[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]
affrontées	1.4	1.56205	[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]
affrontés	1.4	1.56205	[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]
agace	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agacent	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agacer	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agaces	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agacez	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agaçant	-0.7	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agaçante	-0.7	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agaçantes	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
agaçants	-2.0	0.63246	[-2, -2, -2, -1, -1, -3, -2, -2, -3, -2]
aggravant	-0.6	0.44721	[-2, -3, -2, -2, -2, -2, -1, -2, -2, -2]
aggrave	-0.9	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
aggravent	-2.1	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
aggraver	-1.1	0.80623	[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]
aggraves	-0.9	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
aggravez	-2.1	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
aggravons	-2.1	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
aggravé	-0.9	1.22066	[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]
aggravée	-0.9	1.22066	[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]
aggravées	-1.9	1.22066	[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]
aggravés	-1.9	1.22066	[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]
agitant	-1.8	0.87178	[-2, -1, -1, -1, -2, -3, -1, -3, -3, -1]
agitateur	-1.4	0.8	[-1, -1, -1, -2, -1, -1, -2, -3, -2, 0]
agitateurs	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
agitateuse	-1.4	0.8	[-1, -1, -1, -2, -1, -1, -2, -3, -2, 0]
agitateuses	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
agitation	-1.0	1.09545	[-2, -1, 1, -1, -2, -1, -2, -1, 1, -2]
agitations	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
agitato	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]
agite	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agiter	-1.7	0.64031	[-2, -2, -3, -1, -1, -1, -2, -1, -2, -2]
agites	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agité	-0.7	0.63246	[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]
agitée	-0.7	0.63246	[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]
agitées	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]
agités	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]
agrandir	0.7	0.78102	[2, 0, 0, 0, 1, 2, 1, 1, 0, 0]
agrandis	0.5	0.80623	[2, 0, 2, 0, 0, 0, 1, 0, 0, 0]
agrandissez	0.5	0.80623	[2, 0, 2, 0, 0, 0, 1, 0, 0, 0]
agrandit	0.5	0.80623	[2, 0, 2, 0, 0, 0, 1, 0, 0, 0]
agressant	-0.3	0.74833	[-4, -3, -3, -4, -4, -3, -4, -2, -3, -2]
agresse	-0.2	1.13578	[-3, -4, -4, -4, -3, -4, 0, -3, -3, -3]
agresser	-1.3	1.55242	[-2, -2, 2, -2, -1, -3, -3, -1, 1, -2]
agresses	-0.2	0.66332	[-3, -2, -3, -3, -3, -3, -1, -2, -3, -3]
agresseur	-0.3	0.4899	[-3, -2, -3, -3, -2, -3, -2, -2, -3, -3]
agresseurs	-0.3	1.0198	[-2, -3, -3, -3, -3, -2, -3, -4, -3, 0]
agresseuse	-0.8	1.32665	[-2, 0, -1, 2, -2, -2, -1, -1, -2, 1]
agresseuses	-0.9	1.13578	[-2, -2, -1, -1, -1, 1, 1, 0, -2, -2]
agressif	-0.3	1.41421	[-1, -2, -2, -4, -4, -2, -3, -1, 1, -2]
agression	-0.4	1.04403	[-3, -4, -4, -4, -3, -2, -2, -1, -2, -4]
agressions	-0.4	1.04403	[-3, -4, -4, -4, -3, -2, -2, -1, -2, -4]
agressive	-0.6	1.28062	[-2, 1, -2, -2, 0, -2, -1, 1, 1, 0]
agressivement	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
agressivité	-0.6	1.35647	[-3, -1, 1, 0, 0, 0, -3, -1, 1, 0]
agressé	-0.5	1.28062	[-3, -3, 1, -3, -3, -3, -1, -3, -3, -3]
agressée	-1.9	1.92094	[-4, 1, -1, -4, -2, -1, -4, -4, 1, -1]
agressées	-1.9	1.92094	[-4, 1, -1, -4, -2, -1, -4, -4, 1, -1]
agressés	-1.9	1.92094	[-4, 1, -1, -4, -2, -1, -4, -4, 1, -1]
agréable	0.9	0.6	[2, 3, 3, 3, 2, 3, 4, 3, 2, 3]
agréablement	0.8	0.53852	[1, 2, 3, 2, 2, 2, 2, 2, 3, 2]
agréables	2.8	0.6	[2, 3, 3, 3, 2, 3, 4, 3, 2, 3]
agrément	1.8	0.9798	[2, 3, 2, 1, 1, 1, 4, 1, 2, 1]
agréments	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
aguicheur	0.5	2.5	[-4, 1, 2, 1, 2, -3, 3, 4, -2, 1]
aguicheuse	0.5	2.5	[-4, 1, 2, 1, 2, -3, 3, 4, -2, 1]
aguicheusement	-0.1	1.86815	[2, -1, 1, 2, 1, 1, -3, -3, -2, 1]
aguicheuses	0.5	2.5	[-4, 1, 2, 1, 2, -3, 3, 4, -2, 1]
ah	1.4	0.8	[1, 0, 1, 1, 3, 2, 2, 1, 2, 1]
ahuri	-0.4	1.28062	[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]
ahurie	-0.4	1.28062	[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]
ahuries	-0.4	1.28062	[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]
ahuris	-0.4	1.28062	[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]
aide	0.8	0.78102	[3, 2, 1, 2, 1, 2, 3, 1, 1, 1]
aident	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
aider	1.7	0.78102	[3, 2, 1, 2, 1, 2, 3, 1, 1, 1]
aides	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
aideur	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
aideurs	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
aideuse	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
aideuses	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
aidez	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
aidons	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
